Ref_Date,GEO,Geographical classification,AGE,SEX,UNIT,Vector,Coordinate,Value
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from the provincial rate (number),v53831671,126.2.1.5,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from the provincial rate (number),v53831671,126.2.1.5,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831672,126.2.1.6,1.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831672,126.2.1.6,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831672,126.2.1.6,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831672,126.2.1.6,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831673,126.2.1.7,..
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831673,126.2.1.7,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831673,126.2.1.7,..
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831673,126.2.1.7,..
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Life expectancy,v53831674,126.2.2.1,17.6
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Life expectancy,v53831674,126.2.2.1,18.4
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Life expectancy,v53831674,126.2.2.1,18.2
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Life expectancy,v53831674,126.2.2.1,18.5
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831675,126.2.2.2,17.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831675,126.2.2.2,17.7
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831675,126.2.2.2,17.5
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"Low 95% confidence interval, life expectancy",v53831675,126.2.2.2,17.8
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"High 95% confidence interval, life expectancy",v53831676,126.2.2.3,18.3
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"High 95% confidence interval, life expectancy",v53831676,126.2.2.3,19.1
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"High 95% confidence interval, life expectancy",v53831676,126.2.2.3,18.9
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,"High 95% confidence interval, life expectancy",v53831676,126.2.2.3,19.2
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the Canada rate (number),v53831677,126.2.2.4,0.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the Canada rate (number),v53831677,126.2.2.4,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the Canada rate (number),v53831677,126.2.2.4,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the Canada rate (number),v53831677,126.2.2.4,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the provincial rate (number),v53831678,126.2.2.5,1.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the provincial rate (number),v53831678,126.2.2.5,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the provincial rate (number),v53831678,126.2.2.5,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the provincial rate (number),v53831678,126.2.2.5,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the peer group rate (number),v53831679,126.2.2.6,1.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the peer group rate (number),v53831679,126.2.2.6,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the peer group rate (number),v53831679,126.2.2.6,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from the peer group rate (number),v53831679,126.2.2.6,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from reference period five years previous (number),v53831680,126.2.2.7,..
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from reference period five years previous (number),v53831680,126.2.2.7,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from reference period five years previous (number),v53831680,126.2.2.7,..
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Males,Statistically different from reference period five years previous (number),v53831680,126.2.2.7,..
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Life expectancy,v53831681,126.2.3.1,21.7
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Life expectancy,v53831681,126.2.3.1,20.9
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Life expectancy,v53831681,126.2.3.1,21.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Life expectancy,v53831681,126.2.3.1,21.5
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831682,126.2.3.2,21.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831682,126.2.3.2,20.2
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831682,126.2.3.2,20.3
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"Low 95% confidence interval, life expectancy",v53831682,126.2.3.2,20.8
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"High 95% confidence interval, life expectancy",v53831683,126.2.3.3,22.4
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"High 95% confidence interval, life expectancy",v53831683,126.2.3.3,21.6
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"High 95% confidence interval, life expectancy",v53831683,126.2.3.3,21.7
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,"High 95% confidence interval, life expectancy",v53831683,126.2.3.3,22.2
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the Canada rate (number),v53831684,126.2.3.4,1.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the Canada rate (number),v53831684,126.2.3.4,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the Canada rate (number),v53831684,126.2.3.4,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the Canada rate (number),v53831684,126.2.3.4,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the provincial rate (number),v53831685,126.2.3.5,1.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the provincial rate (number),v53831685,126.2.3.5,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the provincial rate (number),v53831685,126.2.3.5,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the provincial rate (number),v53831685,126.2.3.5,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the peer group rate (number),v53831686,126.2.3.6,1.0
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the peer group rate (number),v53831686,126.2.3.6,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the peer group rate (number),v53831686,126.2.3.6,0.0
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from the peer group rate (number),v53831686,126.2.3.6,0.0
2000/2002,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from reference period five years previous (number),v53831687,126.2.3.7,..
2005/2007,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from reference period five years previous (number),v53831687,126.2.3.7,0.0
2006/2008,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from reference period five years previous (number),v53831687,126.2.3.7,..
2007/2009,"Kelsey Trail Regional Health Authority, Saskatchewan",4708-D,At age 65,Females,Statistically different from reference period five years previous (number),v53831687,126.2.3.7,..
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Life expectancy,v53831688,127.1.1.1,79.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Life expectancy,v53831688,127.1.1.1,79.7
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Life expectancy,v53831688,127.1.1.1,79.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Life expectancy,v53831688,127.1.1.1,79.1
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831689,127.1.1.2,78.4
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831689,127.1.1.2,79.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831689,127.1.1.2,78.3
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53831689,127.1.1.2,78.5
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831690,127.1.1.3,79.7
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831690,127.1.1.3,80.3
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831690,127.1.1.3,79.6
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53831690,127.1.1.3,79.8
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831691,127.1.1.4,0.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831691,127.1.1.4,-1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831691,127.1.1.4,-1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the Canada rate (number),v53831691,127.1.1.4,-1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831692,127.1.1.5,0.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831692,127.1.1.5,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831692,127.1.1.5,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the provincial rate (number),v53831692,127.1.1.5,0.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831693,127.1.1.6,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831693,127.1.1.6,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831693,127.1.1.6,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from the peer group rate (number),v53831693,127.1.1.6,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831694,127.1.1.7,..
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831694,127.1.1.7,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831694,127.1.1.7,..
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Both sexes,Statistically different from reference period five years previous (number),v53831694,127.1.1.7,..
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Life expectancy,v53831695,127.1.2.1,76.3
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Life expectancy,v53831695,127.1.2.1,76.9
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Life expectancy,v53831695,127.1.2.1,75.7
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Life expectancy,v53831695,127.1.2.1,76.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"Low 95% confidence interval, life expectancy",v53831696,127.1.2.2,75.4
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"Low 95% confidence interval, life expectancy",v53831696,127.1.2.2,76.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"Low 95% confidence interval, life expectancy",v53831696,127.1.2.2,74.8
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"Low 95% confidence interval, life expectancy",v53831696,127.1.2.2,75.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"High 95% confidence interval, life expectancy",v53831697,127.1.2.3,77.2
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"High 95% confidence interval, life expectancy",v53831697,127.1.2.3,77.8
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"High 95% confidence interval, life expectancy",v53831697,127.1.2.3,76.7
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,"High 95% confidence interval, life expectancy",v53831697,127.1.2.3,76.9
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the Canada rate (number),v53831698,127.1.2.4,0.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the Canada rate (number),v53831698,127.1.2.4,-1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the Canada rate (number),v53831698,127.1.2.4,-1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the Canada rate (number),v53831698,127.1.2.4,-1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the provincial rate (number),v53831699,127.1.2.5,0.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the provincial rate (number),v53831699,127.1.2.5,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the provincial rate (number),v53831699,127.1.2.5,-1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the provincial rate (number),v53831699,127.1.2.5,-1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the peer group rate (number),v53831700,127.1.2.6,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the peer group rate (number),v53831700,127.1.2.6,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the peer group rate (number),v53831700,127.1.2.6,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from the peer group rate (number),v53831700,127.1.2.6,0.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from reference period five years previous (number),v53831701,127.1.2.7,..
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from reference period five years previous (number),v53831701,127.1.2.7,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from reference period five years previous (number),v53831701,127.1.2.7,..
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Males,Statistically different from reference period five years previous (number),v53831701,127.1.2.7,..
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Life expectancy,v53831702,127.1.3.1,81.8
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Life expectancy,v53831702,127.1.3.1,82.5
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Life expectancy,v53831702,127.1.3.1,82.4
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Life expectancy,v53831702,127.1.3.1,82.3
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"Low 95% confidence interval, life expectancy",v53831703,127.1.3.2,80.9
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"Low 95% confidence interval, life expectancy",v53831703,127.1.3.2,81.6
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"Low 95% confidence interval, life expectancy",v53831703,127.1.3.2,81.5
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"Low 95% confidence interval, life expectancy",v53831703,127.1.3.2,81.4
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"High 95% confidence interval, life expectancy",v53831704,127.1.3.3,82.8
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"High 95% confidence interval, life expectancy",v53831704,127.1.3.3,83.4
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"High 95% confidence interval, life expectancy",v53831704,127.1.3.3,83.3
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,"High 95% confidence interval, life expectancy",v53831704,127.1.3.3,83.2
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the Canada rate (number),v53831705,127.1.3.4,0.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the Canada rate (number),v53831705,127.1.3.4,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the Canada rate (number),v53831705,127.1.3.4,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the Canada rate (number),v53831705,127.1.3.4,-1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the provincial rate (number),v53831706,127.1.3.5,0.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the provincial rate (number),v53831706,127.1.3.5,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the provincial rate (number),v53831706,127.1.3.5,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the provincial rate (number),v53831706,127.1.3.5,0.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the peer group rate (number),v53831707,127.1.3.6,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the peer group rate (number),v53831707,127.1.3.6,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the peer group rate (number),v53831707,127.1.3.6,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from the peer group rate (number),v53831707,127.1.3.6,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from reference period five years previous (number),v53831708,127.1.3.7,..
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from reference period five years previous (number),v53831708,127.1.3.7,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from reference period five years previous (number),v53831708,127.1.3.7,..
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At birth,Females,Statistically different from reference period five years previous (number),v53831708,127.1.3.7,..
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Life expectancy,v53831709,127.2.1.1,20.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Life expectancy,v53831709,127.2.1.1,20.3
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Life expectancy,v53831709,127.2.1.1,20.1
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Life expectancy,v53831709,127.2.1.1,20.4
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53831710,127.2.1.2,19.6
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53831710,127.2.1.2,19.9
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53831710,127.2.1.2,19.7
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53831710,127.2.1.2,20.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53831711,127.2.1.3,20.5
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53831711,127.2.1.3,20.7
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53831711,127.2.1.3,20.5
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53831711,127.2.1.3,20.8
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the Canada rate (number),v53831712,127.2.1.4,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the Canada rate (number),v53831712,127.2.1.4,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the Canada rate (number),v53831712,127.2.1.4,0.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the Canada rate (number),v53831712,127.2.1.4,0.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the provincial rate (number),v53831713,127.2.1.5,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the provincial rate (number),v53831713,127.2.1.5,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the provincial rate (number),v53831713,127.2.1.5,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the provincial rate (number),v53831713,127.2.1.5,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831714,127.2.1.6,1.0
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831714,127.2.1.6,1.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831714,127.2.1.6,1.0
2007/2009,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from the peer group rate (number),v53831714,127.2.1.6,1.0
2000/2002,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831715,127.2.1.7,..
2005/2007,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831715,127.2.1.7,0.0
2006/2008,"Prince Albert Parkland Regional Health Authority, Saskatchewan",4709-H,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53831715,127.2.1.7,..
